degree, count
0, 0.0930656934306569316728
1, 0.0834671532846715386045
2, 0.0698175182481751838148
3, 0.0601459854014598574445
4, 0.0512773722627737210678
5, 0.0464233576642335762918
6, 0.0427737226277372234451
7, 0.0396715328467153252601
8, 0.0355839416058394142350
9, 0.0309124087591240888362
10, 0.0288321167883211666727
11, 0.0281386861313868627543
12, 0.0237591240875912393382
13, 0.0233576642335766408720
14, 0.0227007299270073001352
15, 0.0202919708029197093380
16, 0.0189416058394160577438
17, 0.0183576642335766433700
18, 0.0181751824817518239930
19, 0.0156569343065693436512
20, 0.0150364963503649643611
21, 0.0145255474452554746156
22, 0.0140145985401459848702
23, 0.0123722627737226278238
24, 0.0110948905109489043275
25, 0.0121532846715328470000
26, 0.0103649635036496354928
27, 0.0091240875912408751780
28, 0.0089051094890510943541
29, 0.0089781021897810224519
30, 0.0087591240875912416280
31, 0.0067153284671532843808
32, 0.0070802919708029196655
33, 0.0058394160583941602180
34, 0.0060583941605839419092
35, 0.0059124087591240874484
36, 0.0054379562043795617518
37, 0.0049270072992700728737
38, 0.0040510948905109487109
39, 0.0041605839416058391228
40, 0.0037956204379562042718
41, 0.0035766423357664234479
42, 0.0033211678832116790089
43, 0.0029562043795620437242
44, 0.0028102189781021896971
45, 0.0022262773722627735885
46, 0.0020072992700729927647
47, 0.0021897810218978104070
48, 0.0018613138686131387375
49, 0.0017518248175182481088
50, 0.0016423357664233576968
51, 0.0016423357664233576968
52, 0.0014233576642335766561
53, 0.0011678832116788322171
54, 0.0012408759124087592306
55, 0.0013503649635036496426
56, 0.0011313868613138686019
57, 0.0012043795620437956154
58, 0.0012773722627737226290
59, 0.0008394160583941605476
60, 0.0005109489051094890950
61, 0.0003649635036496350136
62, 0.0005839416058394161085
63, 0.0008394160583941605476
64, 0.0006204379562043796153
65, 0.0006204379562043796153
66, 0.0005474452554744526018
67, 0.0005109489051094890950
68, 0.0003649635036496350136
69, 0.0004744525547445255340
70, 0.0005109489051094890950
71, 0.0004744525547445255340
72, 0.0002189781021897810136
73, 0.0004014598540145985204
74, 0.0002554744525547445475
75, 0.0002919708029197080543
76, 0.0001459854014598540271
77, 0.0002919708029197080543
78, 0.0002554744525547445475
79, 0.0002189781021897810136
80, 0.0001824817518248175068
81, 0.0001824817518248175068
82, 0.0001824817518248175068
83, 0.0002189781021897810136
84, 0.0001459854014598540271
85, 0.0001094890510948905068
86, 0.0001824817518248175068
87, 0.0000364963503649635068
88, 0.0001094890510948905068
89, 0.0001459854014598540271
90, 0.0001824817518248175068
91, 0.0000729927007299270136
92, 0.0000364963503649635068
93, 0.0001459854014598540271
94, 0.0000364963503649635068
95, 0.0001094890510948905068
96, 0.0001094890510948905068
97, 0.0000729927007299270136
98, 0.0000364963503649635068
99, 0.0001459854014598540271
100, 0.0000364963503649635068
101, 0.0000729927007299270136
102, 0.0000364963503649635068
103, 0.0000364963503649635068
104, 0.0001459854014598540271
106, 0.0001459854014598540271
107, 0.0000364963503649635068
108, 0.0000729927007299270136
109, 0.0000729927007299270136
112, 0.0000364963503649635068
115, 0.0000729927007299270136
120, 0.0000729927007299270136
121, 0.0001459854014598540271
122, 0.0000729927007299270136
123, 0.0000364963503649635068
124, 0.0000364963503649635068
125, 0.0000364963503649635068
126, 0.0000729927007299270136
134, 0.0001094890510948905068
135, 0.0000364963503649635068
136, 0.0000364963503649635068
139, 0.0000364963503649635068
142, 0.0000364963503649635068
143, 0.0000364963503649635068
146, 0.0000364963503649635068
149, 0.0000364963503649635068
154, 0.0001094890510948905068
156, 0.0000364963503649635068
157, 0.0000364963503649635068
158, 0.0000364963503649635068
159, 0.0000364963503649635068
160, 0.0000364963503649635068
165, 0.0000364963503649635068
167, 0.0000364963503649635068
169, 0.0000364963503649635068
170, 0.0000364963503649635068
175, 0.0000364963503649635068
177, 0.0000364963503649635068
180, 0.0000364963503649635068
181, 0.0000364963503649635068
198, 0.0000364963503649635068
200, 0.0000364963503649635068
201, 0.0000364963503649635068
207, 0.0000364963503649635068
211, 0.0000364963503649635068
212, 0.0000364963503649635068
214, 0.0000364963503649635068
216, 0.0000364963503649635068
226, 0.0000364963503649635068
246, 0.0000364963503649635068
263, 0.0000364963503649635068
274, 0.0000364963503649635068
289, 0.0000364963503649635068
302, 0.0000364963503649635068
359, 0.0000364963503649635068
562, 0.0000364963503649635068
